elevation,lat,lon,resolution
47.31424331665039,37.72244,-122.439302,9.543951988220215
47.16368865966797,37.722456,-122.43939,9.543951988220215
47.3869514465332,37.722417,-122.439245,9.543951988220215
47.55295181274414,37.722383,-122.439227,9.543951988220215
47.5067138671875,37.722391,-122.439178,9.543951988220215
301.539794921875,37.838977,-122.205489,4.771975994110107
10.9262523651123,37.958265,-122.354131,4.771975994110107
45.67235565185547,37.78119,-122.476532,19.08790397644043
3.752013206481934,37.813609,-122.285786,4.771975994110107
18.27722358703613,37.760688,-122.424406,9.543951988220215
45.32339859008789,37.781643,-122.480087,19.08790397644043
38.96164703369141,37.785605,-122.482905,19.08790397644043
77.4116439819336,37.751396,-122.436945,9.543951988220215
115.3591232299805,37.757645,-122.44284,9.543951988220215
64.33122253417969,37.85431,-122.256007,4.771975994110107
13.560546875,37.751262,-122.408059,9.543951988220215
187.2879791259766,37.869305,-122.248083,4.771975994110107
12.00189304351807,37.77594,-122.4128,0.5964969992637634
40.91919708251953,37.787307,-122.417252,0.5964969992637634
48.99871826171875,37.973197,-122.338509,4.771975994110107
381.8451232910156,37.888655,-122.249699,4.771975994110107
7.023811817169189,37.766932,-122.238062,4.771975994110107
59.48039627075195,37.773312,-122.430259,0.5964969992637634
281.1123962402344,37.859781,-122.2361,4.771975994110107
86.01725769042969,37.719936,-122.429865,9.543951988220215
54.60116577148438,37.848011,-122.255247,4.771975994110107
49.96976852416992,37.870623,-122.272435,4.771975994110107
59.27499389648438,37.900737,-122.286133,4.771975994110107
55.83306121826172,37.746024,-122.415778,9.543951988220215
48.62238311767578,37.790964,-122.215822,4.771975994110107
31.22629547119141,37.904114,-122.535636,2.385987997055054
74.30352783203125,37.905476,-122.494479,2.385987997055054
73.61087036132812,37.905349,-122.495327,2.385987997055054
137.3160400390625,37.765604,-122.441907,9.543951988220215
57.09952545166016,37.72714,-122.44277,9.543951988220215
92.17286682128906,37.790083,-122.427562,0.5964969992637634
2.033423900604248,37.878671,-122.524764,2.385987997055054
50.98512268066406,37.7333,-122.429299,9.543951988220215
59.34432601928711,37.761385,-122.439463,9.543951988220215
47.03347015380859,37.722459,-122.439204,9.543951988220215
47.41336822509766,37.722406,-122.439207,9.543951988220215
58.48305892944336,37.736076,-122.417177,9.543951988220215
108.6480178833008,37.822138,-122.227502,4.771975994110107
3.902179002761841,37.778191,-122.394992,0.5964969992637634
16.4278392791748,37.92285,-122.528013,2.385987997055054
78.49200439453125,37.932385,-122.314407,4.771975994110107
33.69527053833008,37.783122,-122.420577,0.5964969992637634
196.4541320800781,37.857797,-122.237835,4.771975994110107
218.5876922607422,37.860346,-122.23819,4.771975994110107
99.6732177734375,37.813842,-122.223697,4.771975994110107
65.89732360839844,37.804103,-122.221954,4.771975994110107
142.1979827880859,37.760916,-122.452159,9.543951988220215
87.34911346435547,37.894922,-122.276404,4.771975994110107
219.7287292480469,37.891951,-122.262676,4.771975994110107
57.74117660522461,37.752329,-122.400426,9.543951988220215
53.31792068481445,37.875538,-122.531617,2.385987997055054
145.8709564208984,37.739245,-122.439067,9.543951988220215
126.5999145507812,37.901638,-122.277557,4.771975994110107
158.8570861816406,37.762306,-122.454752,9.543951988220215
16.98215293884277,37.906472,-122.301588,4.771975994110107
93.68276977539062,37.98261,-122.295859,4.771975994110107
28.90377616882324,37.746375,-122.413177,9.543951988220215
143.6147003173828,37.743821,-122.463027,9.543951988220215
15.22426795959473,37.820142,-122.259778,0.5964969992637634
67.31451416015625,37.802392,-122.227039,4.771975994110107
168.0458679199219,37.75213,-122.465573,9.543951988220215
16.55862236022949,37.773547,-122.421903,0.5964969992637634
37.22788238525391,37.816327,-122.25057,0.5964969992637634
146.5243072509766,37.901513,-122.191995,4.771975994110107
219.9033355712891,37.910805,-122.277034,4.771975994110107
24.09851837158203,37.756303,-122.421366,9.543951988220215
295.670166015625,37.853604,-122.226811,4.771975994110107
196.5819702148438,37.834309,-122.22653,4.771975994110107
26.84696769714355,37.910387,-122.505869,2.385987997055054
62.19364166259766,37.760192,-122.405418,9.543951988220215
5.947507381439209,37.770439,-122.414623,0.5964969992637634
7.918888092041016,37.759193,-122.237399,4.771975994110107
38.26658248901367,37.877966,-122.279214,4.771975994110107
104.8612289428711,37.732328,-122.443274,9.543951988220215
79.1087875366211,37.846668,-122.244993,4.771975994110107
38.18008422851562,37.82996,-122.25405,4.771975994110107
26.63121032714844,37.744865,-122.420984,9.543951988220215
28.77054214477539,37.746178,-122.421391,9.543951988220215
9.112800598144531,37.932993,-122.533193,2.385987997055054
16.10597038269043,37.848625,-122.283959,4.771975994110107
14.4053316116333,37.818874,-122.267627,0.5964969992637634
88.40428161621094,37.88482,-122.268781,4.771975994110107
71.32776641845703,37.772098,-122.442392,9.543951988220215
6.316425323486328,37.91887,-122.491609,2.385987997055054
4.299806594848633,37.802976,-122.443511,19.08790397644043
221.0426483154297,37.748294,-122.44893,9.543951988220215
145.0780639648438,37.734378,-122.444018,9.543951988220215
47.14280700683594,37.72247,-122.439347,9.543951988220215
137.1963500976562,37.895736,-122.207355,4.771975994110107
13.33647632598877,37.832287,-122.535234,2.385987997055054
49.47295379638672,37.72723,-122.440343,9.543951988220215
62.77441024780273,37.881502,-122.276063,4.771975994110107
65.40690612792969,37.875165,-122.27071,4.771975994110107
37.05339050292969,37.84631,-122.26612,4.771975994110107
44.43957901000977,37.859301,-122.497165,2.385987997055054
52.24608993530273,37.884362,-122.278459,4.771975994110107
3.883584260940552,37.872039,-122.301089,4.771975994110107
217.3117370605469,37.908272,-122.193508,4.771975994110107
167.0387725830078,37.890574,-122.20529,4.771975994110107
202.0397644042969,37.908208,-122.276623,4.771975994110107
91.98052978515625,37.780522,-122.500883,76.35161590576172
17.78589057922363,37.738866,-122.502425,9.543951988220215
9.073372840881348,37.758148,-122.507665,9.543951988220215
0.0,37.912085,-122.473097,76.35161590576172
11.34930515289307,37.801126,-122.24607,4.771975994110107
91.66193389892578,37.823653,-122.230868,4.771975994110107
51.83979797363281,37.790597,-122.420486,0.5964969992637634
74.89508056640625,37.759568,-122.404022,9.543951988220215
20.7963924407959,37.74737,-122.413213,9.543951988220215
4.488217830657959,37.746169,-122.40184,9.543951988220215
137.4297332763672,37.80103,-122.188555,4.771975994110107
64.94114685058594,37.907563,-122.496655,2.385987997055054
2.778536081314087,37.804488,-122.403136,0.5964969992637634
5.019307613372803,37.968282,-122.508902,2.385987997055054
5.933535575866699,37.795963,-122.266754,0.5964969992637634
9.518279075622559,37.809005,-122.281011,4.771975994110107
39.4184684753418,37.792463,-122.234217,4.771975994110107
3.236292839050293,37.799768,-122.255158,4.771975994110107
11.45566940307617,37.803904,-122.265945,0.5964969992637634
48.48667907714844,37.789281,-122.206614,4.771975994110107
10.05943775177002,37.792675,-122.249959,4.771975994110107
9.856216430664062,37.764455,-122.248568,4.771975994110107
60.50876998901367,37.980038,-122.33352,4.771975994110107
28.34275817871094,37.948672,-122.336809,4.771975994110107
24.28757286071777,37.975897,-122.34475,4.771975994110107
10.80920791625977,37.975823,-122.347963,4.771975994110107
74.43536376953125,37.974788,-122.33112,4.771975994110107
182.1944580078125,37.977034,-122.274083,4.771975994110107
28.72341537475586,37.788548,-122.488731,19.08790397644043
47.03532791137695,37.72248,-122.439371,9.543951988220215
20.72273254394531,37.723212,-122.399237,9.543951988220215
211.1990966796875,37.736153,-122.457618,9.543951988220215
26.36350059509277,37.740306,-122.409841,9.543951988220215
3.248164415359497,37.782088,-122.389761,0.5964969992637634
71.07483673095703,37.874381,-122.265519,4.771975994110107
111.7026443481445,37.737107,-122.465512,9.543951988220215
45.49147415161133,37.733207,-122.423638,9.543951988220215
45.39418792724609,37.715385,-122.475713,9.543951988220215
26.8453311920166,37.750941,-122.420312,9.543951988220215
43.64176559448242,37.799105,-122.406206,0.5964969992637634
337.7803955078125,37.885448,-122.250681,4.771975994110107
72.80479431152344,37.794788,-122.432496,19.08790397644043
15.76477813720703,37.754071,-122.411868,9.543951988220215
4.884092330932617,37.91184,-122.343662,76.35161590576172
45.93279266357422,37.891722,-122.283616,4.771975994110107
10.1815013885498,37.875,-122.4488,4.771975994110107
42.95955276489258,37.928257,-122.391734,76.35161590576172
202.9330749511719,37.751939,-122.445142,9.543951988220215
109.946647644043,37.874157,-122.256427,4.771975994110107
26.9695873260498,37.784896,-122.216922,4.771975994110107
82.01797485351562,37.854392,-122.247577,4.771975994110107
71.79098510742188,37.745022,-122.430455,9.543951988220215
94.03968048095703,37.743789,-122.433541,9.543951988220215
147.5300598144531,37.749031,-122.442643,9.543951988220215
273.2146606445312,37.876976,-122.248542,4.771975994110107
25.73776626586914,37.872585,-122.286668,4.771975994110107
9.996537208557129,37.817864,-122.272379,4.771975994110107
14.73344993591309,37.763888,-122.421835,9.543951988220215
11.87588500976562,37.774009,-122.415481,0.5964969992637634
107.5424880981445,37.728475,-122.458774,9.543951988220215
292.1354675292969,37.90066,-122.263128,4.771975994110107
15.59193801879883,37.758468,-122.40842,9.543951988220215
45.57458114624023,37.787513,-122.204893,4.771975994110107
125.3517074584961,37.799267,-122.194662,4.771975994110107
112.2884750366211,37.917316,-122.534537,2.385987997055054
16.33773803710938,37.759478,-122.38942,4.771975994110107
102.7840576171875,37.747248,-122.485938,9.543951988220215
11.33486270904541,37.874161,-122.294583,4.771975994110107
14.03848552703857,37.761134,-122.421696,9.543951988220215
77.93163299560547,37.789556,-122.189712,4.771975994110107
91.462646484375,37.888464,-122.532814,2.385987997055054
13.6889123916626,37.854831,-122.289372,4.771975994110107
5.632261276245117,37.788969,-122.391387,0.5964969992637634
1.406501412391663,37.913431,-122.349272,76.35161590576172
17.54287719726562,37.800237,-122.456112,9.543951988220215
145.7115478515625,37.90216,-122.279458,4.771975994110107
8.617654800415039,37.765035,-122.418682,9.543951988220215
254.2071838378906,37.845192,-122.21056,4.771975994110107
20.7963924407959,37.74737,-122.413213,9.543951988220215
13.61932849884033,37.762322,-122.420711,9.543951988220215
103.7248611450195,37.744437,-122.433376,9.543951988220215
